0,FourPoint,1.4290331977903921,1085058
0,SixPoint,1.6098132632973654,3497587
0,CV_SevenPoint,1.414267192270187,1058999
0,CV_EightPoint,1.4124033359754455,778770
1,FourPoint,1.3085460347701376,1052581
1,SixPoint,1.1615789297003063,3427529
1,CV_SevenPoint,1.4151900810483522,1093686
1,CV_EightPoint,1.4129560107023114,771394
2,FourPoint,1.5032460421895244,1043278
2,SixPoint,1.3107291864882722,3427281
2,CV_SevenPoint,1.41439344233502,1104498
2,CV_EightPoint,1.4144028018010912,778344
3,FourPoint,0.96524452713934805,1038126
3,SixPoint,1.5772723979469894,3435468
3,CV_SevenPoint,1.4142379582547668,1107165
3,CV_EightPoint,1.4141604712193985,770013
4,FourPoint,1.1408863795624729,1084298
4,SixPoint,1.6283171404694143,3407649
4,CV_SevenPoint,1.4138230170001884,1111830
4,CV_EightPoint,1.413932982516009,771324
5,FourPoint,1.2999063540592748,1085491
5,SixPoint,1.0478568417937,3467277
5,CV_SevenPoint,1.4127742638394281,1106879
5,CV_EightPoint,1.4133715224327346,783357
6,FourPoint,0.84427936074919385,1049820
6,SixPoint,1.2512951072976888,3485705
6,CV_SevenPoint,1.4135611305589066,1092480
6,CV_EightPoint,1.4132178450349298,772740
7,FourPoint,0.74745279836318657,1086329
7,SixPoint,1.474665272488914,3485266
7,CV_SevenPoint,1.4144872727296156,1115568
7,CV_EightPoint,1.4152145022982059,773804
8,FourPoint,1.315728940719217,1091493
8,SixPoint,1.1101114550354048,3436216
8,CV_SevenPoint,1.4137655510537999,1085256
8,CV_EightPoint,1.4147724898099385,774139
9,FourPoint,1.4845756213348595,1076247
9,SixPoint,1.4142689744305363,3496959
9,CV_SevenPoint,1.4149088353864807,1107967
9,CV_EightPoint,1.4147604695182574,782136
10,FourPoint,1.1167890543817838,1073275
10,SixPoint,1.578014055188135,3422586
10,CV_SevenPoint,1.4138390617058607,1095683
10,CV_EightPoint,1.4133432860183541,773782
11,FourPoint,0.65807408148370528,1055074
11,SixPoint,1.7318238277777316,3464042
11,CV_SevenPoint,1.4153140957233308,1085062
11,CV_EightPoint,1.4138862001657762,773213
12,FourPoint,0.94278890399328097,1081334
12,SixPoint,0.86575363249237181,3415055
12,CV_SevenPoint,1.4149020591814627,1098541
12,CV_EightPoint,1.4128870208898314,780588
13,FourPoint,1.3446783399311921,1078333
13,SixPoint,1.0541665798775435,3449094
13,CV_SevenPoint,1.4136543285490792,1088355
13,CV_EightPoint,1.414004372836549,773877
14,FourPoint,1.1293457541569045,1106708
14,SixPoint,1.4579178234840842,3424077
14,CV_SevenPoint,1.4143662040690883,1100769
14,CV_EightPoint,1.4148425213533586,776611
15,FourPoint,1.7146720910033884,1081411
15,SixPoint,1.2367050069212577,3425863
15,CV_SevenPoint,1.4140290156256636,1080655
15,CV_EightPoint,1.4140161213205575,771203
16,FourPoint,1.4063261861177596,1057285
16,SixPoint,1.3934254827728239,3427752
16,CV_SevenPoint,1.4147041574054042,1148583
16,CV_EightPoint,1.4131321012851159,780456
17,FourPoint,1.3804564396840409,1063428
17,SixPoint,1.3663139760113192,3412890
17,CV_SevenPoint,1.4134250169777649,1085400
17,CV_EightPoint,1.4146682029891529,782235
18,FourPoint,1.6328373044507354,1042268
18,SixPoint,1.5744883723548821,3434196
18,CV_SevenPoint,1.4127075275416103,1124400
18,CV_EightPoint,1.4134051487883141,773254
19,FourPoint,1.6944542438601338,1085800
19,SixPoint,1.2838474905388459,3494020
19,CV_SevenPoint,1.4144402572624397,1100522
19,CV_EightPoint,1.4148048096282857,771548
20,FourPoint,1.580421572517267,1052621
20,SixPoint,1.2645742545546919,3479490
20,CV_SevenPoint,1.414070541631703,1099977
20,CV_EightPoint,1.415741373885681,780858
21,FourPoint,1.0744465216402506,1088640
21,SixPoint,1.5408744421998579,3454668
21,CV_SevenPoint,1.413943763517882,1071400
21,CV_EightPoint,1.4134997764094737,774598
22,FourPoint,1.3442997061645228,1084010
22,SixPoint,1.4003649170227739,3442355
22,CV_SevenPoint,1.4151784354302224,1123858
22,CV_EightPoint,1.4150459611264186,780340
23,FourPoint,1.1408551825608897,1058308
23,SixPoint,0.9368719880454357,3392155
23,CV_SevenPoint,1.4137581048504899,1095726
23,CV_EightPoint,1.4152077286692386,773459
24,FourPoint,1.4027534285679093,1095002
24,SixPoint,1.2656791534099381,3456123
24,CV_SevenPoint,1.4155550122774376,1118155
24,CV_EightPoint,1.4168164467797684,775099
25,FourPoint,1.6751751358035167,1085058
25,SixPoint,1.442386643570871,3438736
25,CV_SevenPoint,1.4142580102553806,1077513
25,CV_EightPoint,1.4146832124836983,772157
26,FourPoint,0.71357754443643651,1111319
26,SixPoint,0.90530415439595024,3469773
26,CV_SevenPoint,1.4134585681436054,1107988
26,CV_EightPoint,1.4150838576047091,774131
27,FourPoint,1.1667670464290454,1077102
27,SixPoint,0.96563774674584735,3477982
27,CV_SevenPoint,1.413649881365415,1122061
27,CV_EightPoint,1.4145837773677377,778210
28,FourPoint,0.99303147648706891,1082405
28,SixPoint,1.6100825362160764,3394560
28,CV_SevenPoint,1.4138873647274142,1117777
28,CV_EightPoint,1.4134280645046913,775947
29,FourPoint,1.5492663969492155,1110346
29,SixPoint,1.4367339960847718,3424619
